,Reactions,Rules,delta G,delta H,delta S,H_reactant_sum,H_product_sum,S_reactant_sum,S_product_sum,R_1,R_2,R_3,P_1,P_2,P_3,R1_Num_of_C,R1_Num_of_db,R1_Num_of_aro,R1_Num_of_cyc,R1_Atypical_aro,P1_Num_of_aro,P1_Num_of_cyc,P1_Atypical_aro,deH_in_cyc,deH_+aromatic,Groups
901,C(=CC=CCCC=CC)C.[HH]>>C(=C)C=CCCC=CC.C,Hydrogenolysis,-50.036402057149324,-41.48735804192256,28.67363412787779,-1026717.4759784635,-1026758.9633365055,590.7023447429191,619.3759788707969,C(=CC=CCCC=CC)C,[HH],,C(=C)C=CCCC=CC,C,,10,3,0,0,0,0,0,0,0,0,D
902,C(=CC=CCCC=CC)C.[HH]>>C(=C)C.C(=C)CCC=CC,Hydrogenolysis,-24.3156553690044,-5.700502917752601,62.43552725558209,-1026717.4759784635,-1026723.1764813813,590.7023447429191,653.1378719985012,C(=CC=CCCC=CC)C,[HH],,C(=C)C,C(=C)CCC=CC,,10,3,0,0,0,0,0,0,0,0,D
903,C(=CC=CCCC=CC)C.[HH]>>C(=C)C=CC.C(=CCC)C,Hydrogenolysis,-47.447484719223596,-30.419335513492115,57.11269228821561,-1026717.4759784635,-1026747.895313977,590.7023447429191,647.8150370311347,C(=CC=CCCC=CC)C,[HH],,C(=C)C=CC,C(=CCC)C,,10,3,0,0,0,0,0,0,0,0,D
904,C(=CC=CCCC=CC)C.[HH]>>C(=CC=CC)C.C(=CC)C,Hydrogenolysis,-61.164668234811884,-42.77986364625394,61.66293673841335,-1026717.4759784635,-1026760.2558421098,590.7023447429191,652.3652814813324,C(=CC=CCCC=CC)C,[HH],,C(=CC=CC)C,C(=CC)C,,10,3,0,0,0,0,0,0,0,0,D
905,C(=CC=CCCC=CC)C.[HH]>>C(=CC=CCC)C.C(=C)C,Hydrogenolysis,-49.48264379152852,-31.57008524867706,60.07901573990091,-1026717.4759784635,-1026749.0460637122,590.7023447429191,650.78136048282,C(=CC=CCCC=CC)C,[HH],,C(=CC=CCC)C,C(=C)C,,10,3,0,0,0,0,0,0,0,0,D
906,C(=CC=CCCC=CC)C.[HH]>>C(=C)CCC=CC=CC.C,Hydrogenolysis,-49.93176577147269,-41.49704203289002,28.290202041196267,-1026717.4759784635,-1026758.9730204964,590.7023447429191,618.9925467841153,C(=CC=CCCC=CC)C,[HH],,C(=C)CCC=CC=CC,C,,10,3,0,0,0,0,0,0,0,0,D
907,C(=CC=CCCC=CC)C.[HH]>>C(=CCCC=CCCC)C,Hydrogenation,-62.19405054609558,-97.03292705537751,-116.85016437793706,-1026717.4759784635,-1026814.5089055189,590.7023447429191,473.852180364982,C(=CC=CCCC=CC)C,[HH],,C(=CCCC=CCCC)C,,,10,3,0,0,0,0,0,0,0,0,D
908,C(=CC=CCCC=CC)C.[HH]>>C(=CCCCCC=CC)C,Hydrogenation,-64.61821331647874,-99.50518038880546,-117.0114609167423,-1026717.4759784635,-1026816.9811588523,590.7023447429191,473.6908838261768,C(=CC=CCCC=CC)C,[HH],,C(=CCCCCC=CC)C,,,10,3,0,0,0,0,0,0,0,0,D
909,C(=CC=CCCC=CC)C.[HH]>>C(=CC=CCCCCC)C,Hydrogenation,-80.15113546720143,-113.81855229486246,-112.92106935321493,-1026717.4759784635,-1026831.2945307584,590.7023447429191,477.78127538970415,C(=CC=CCCC=CC)C,[HH],,C(=CC=CCCCCC)C,,,10,3,0,0,0,0,0,0,0,0,D
910,C(=CC=CCCC=CC)C>>C1(=CC=CCC1C=CC)C.[HH],CyclizationA,-3.4514838363916347,21.114920701133087,82.39612455986827,-1023661.9670897136,-1023640.8521690124,460.0223447429191,542.4184693027873,C(=CC=CCCC=CC)C,,,C1(=CC=CCC1C=CC)C,[HH],,10,3,0,0,0,0,0,0,0,0,C
911,C(=CC=CCCC=CC)C>>C1(=CC)C(=CC)C=CCC1.[HH],CyclizationA,-3.2486673900551253,23.863807081943378,90.93568496393931,-1023661.9670897136,-1023638.1032826316,460.0223447429191,550.9580297068584,C(=CC=CCCC=CC)C,,,C1(=CC)C(=CC)C=CCC1,[HH],,10,3,0,0,0,0,0,0,0,0,C
912,C(=CC=CCCC=CC)C>>C1(=CCCC=C1C=CC)C.[HH],CyclizationA,8.81103737997767,42.80907742702402,114.02998506472028,-1023661.9670897136,-1023619.1580122865,460.0223447429191,574.0523298076394,C(=CC=CCCC=CC)C,,,C1(=CCCC=C1C=CC)C,[HH],,10,3,0,0,0,0,0,0,0,0,C
913,C(=CC=CCCC=CC)C>>C1(=CC=CC)CCC=CC1.[HH],CyclizationA,8.528759798580907,35.65536750503816,90.98308806458914,-1023661.9670897136,-1023626.3117222085,460.0223447429191,551.0054328075082,C(=CC=CCCC=CC)C,,,C1(=CC=CC)CCC=CC1,[HH],,10,3,0,0,0,0,0,0,0,0,C
914,C(=CC=CCCC=CC)C>>C1(CC=CC)C=CC=CC1.[HH],CyclizationA,7.341289721261145,33.91273318196181,89.12105806037454,-1023661.9670897136,-1023628.0543565316,460.0223447429191,549.1434028032936,C(=CC=CCCC=CC)C,,,C1(CC=CC)C=CC=CC1,[HH],,10,3,0,0,0,0,0,0,0,0,C
915,C(=C)CCCC=CC=CC>>C(=CC=CCC=CC=C)C.[HH],Dehydrogenation,67.32004884635931,104.00898675317876,123.05530071044592,-1023658.27032695,-1023554.2613401968,459.31726301455154,582.3725637249975,C(=C)CCCC=CC=CC,,,C(=CC=CCC=CC=C)C,[HH],,10,3,0,0,0,0,0,0,0,0,A
916,C(=C)CCCC=CC=CC>>C(=C)CC=CC=CC=CC.[HH],Dehydrogenation,60.41137966918055,96.50160467042588,121.047207785495,-1023658.27032695,-1023561.7687222796,459.31726301455154,580.3644708000465,C(=C)CCCC=CC=CC,,,C(=C)CC=CC=CC=CC,[HH],,10,3,0,0,0,0,0,0,0,0,B
917,C(=C)CCCC=CC=CC.[HH]>>C=C.C(=CC=CCCC)C,Hydrogenolysis,-36.446350297496664,-23.288202457362786,44.132644105765166,-1026713.7792157,-1026737.0674181574,589.9972630145515,634.1299071203167,C(=C)CCCC=CC=CC,[HH],,C=C,C(=CC=CCCC)C,,10,3,0,0,0,0,0,0,0,0,D
918,C(=C)CCCC=CC=CC.[HH]>>C(=C)C.C(=CC=CCC)C,Hydrogenolysis,-53.38962667238714,-35.26684801222291,60.78409746826844,-1026713.7792157,-1026749.0460637122,589.9972630145515,650.78136048282,C(=C)CCCC=CC=CC,[HH],,C(=C)C,C(=CC=CCC)C,,10,3,0,0,0,0,0,0,0,0,D
919,C(=C)CCCC=CC=CC.[HH]>>C(=C)CC.C(=CC=CC)C,Hydrogenolysis,-51.78214624432616,-34.95425774296746,56.44101459452861,-1026713.7792157,-1026748.733473443,589.9972630145515,646.4382776090802,C(=C)CCCC=CC=CC,[HH],,C(=C)CC,C(=CC=CC)C,,10,3,0,0,0,0,0,0,0,0,D
920,C(=C)CCCC=CC=CC.[HH]>>C(=C)CCC.C(=C)C=CC,Hydrogenolysis,-39.97139303440425,-25.594401535810903,48.22066576754435,-1026713.7792157,-1026739.3736172358,589.9972630145515,638.2179287820959,C(=C)CCCC=CC=CC,[HH],,C(=C)CCC,C(=C)C=CC,,10,3,0,0,0,0,0,0,0,0,D
921,C(=C)CCCC=CC=CC.[HH]>>C(=C)CCCC=C.C(=C)C,Hydrogenolysis,-16.685083649658655,0.42644458170980215,57.39234691050967,-1026713.7792157,-1026713.3527711183,589.9972630145515,647.3896099250612,C(=C)CCCC=CC=CC,[HH],,C(=C)CCCC=C,C(=C)C,,10,3,0,0,0,0,0,0,0,0,C
922,C(=C)CCCC=CC=CC.[HH]>>C(=C)CCCC=CC=C.C,Hydrogenolysis,-43.93909800767219,-41.06766268843785,9.630841251834113,-1026713.7792157,-1026754.8468783884,589.9972630145515,599.6281042663857,C(=C)CCCC=CC=CC,[HH],,C(=C)CCCC=CC=C,C,,10,3,0,0,0,0,0,0,0,0,D
923,C(=C)CCCC=CC=CC.[HH]>>C(=CC=CCCCCC)C,Hydrogenation,-84.05811834806005,-117.5153150584083,-112.2159876248474,-1026713.7792157,-1026831.2945307584,589.9972630145515,477.78127538970415,C(=C)CCCC=CC=CC,[HH],,C(=CC=CCCCCC)C,,,10,3,0,0,0,0,0,0,0,0,D
924,C(=C)CCCC=CC=CC.[HH]>>C(=C)CCCCCC=CC,Hydrogenation,-63.25323299090094,-100.28834663366433,-124.21637981808954,-1026713.7792157,-1026814.0675623337,589.9972630145515,465.780883196462,C(=C)CCCC=CC=CC,[HH],,C(=C)CCCCCC=CC,,,10,3,0,0,0,0,0,0,0,0,D
925,C(=C)CCCC=CC=CC.[HH]>>C(=C)CCCC=CCCC,Hydrogenation,-58.438275698728575,-95.43638753518462,-124.09227515162183,-1026713.7792157,-1026809.2156032352,589.9972630145515,465.9049878629297,C(=C)CCCC=CC=CC,[HH],,C(=C)CCCC=CCCC,,,10,3,0,0,0,0,0,0,0,0,D
926,C(=C)CCCC=CC=CC>>C1(=C)C(=CCCC1)C=CC.[HH],CyclizationA,1.7201049140537954,27.129899193532765,85.22486761522379,-1023658.27032695,-1023631.1404277565,459.31726301455154,544.5421306297753,C(=C)CCCC=CC=CC,,,C1(=C)C(=CCCC1)C=CC,[HH],,10,3,0,0,0,0,0,0,0,0,C
927,C(=C)CCCC=CC=CC>>C1(=CC=CC)C=CCCC1.[HH],CyclizationA,-21.506339059888667,5.127741980482824,89.3311455320191,-1023658.27032695,-1023653.1425849695,459.31726301455154,548.6484085465706,C(=C)CCCC=CC=CC,,,C1(=CC=CC)C=CCCC1,[HH],,10,3,0,0,0,0,0,0,0,0,C
928,C(=C)CCCC=CC=CC>>C(=C)C1C(=CC)C=CCC1.[HH],CyclizationA,5.786073988730365,28.79447753110435,77.17056361688407,-1023658.27032695,-1023629.4758494189,459.31726301455154,536.4878266314356,C(=C)CCCC=CC=CC,,,C(=C)C1C(=CC)C=CCC1,[HH],,10,3,0,0,0,0,0,0,0,0,C
929,C(=C)CCCC=CC=CC>>C1(=CC=CCC1CC=C)C.[HH],CyclizationA,-2.308048370114463,22.502765039913356,83.2158759350254,-1023658.27032695,-1023635.7675619101,459.31726301455154,542.5331389495769,C(=C)CCCC=CC=CC,,,C1(=CC=CCC1CC=C)C,[HH],,10,3,0,0,0,0,0,0,0,0,C
930,C(=C)CCCC=CC=CC>>C1(C=CC=CC1)CCC=C.[HH],CyclizationA,23.72278799109156,50.66083454701584,90.35065086675928,-1023658.27032695,-1023607.609492403,459.31726301455154,549.6679138813108,C(=C)CCCC=CC=CC,,,C1(C=CC=CC1)CCC=C,[HH],,10,3,0,0,0,0,0,0,0,0,B
931,C(=C)C=CCCCCC>>C(=C)C=CC=CCCC.[HH],Dehydrogenation,55.432969025448145,91.58276562695391,121.24701191180873,-923816.3048865509,-923724.7221209239,440.0935406499772,561.3405525617859,C(=C)C=CCCCCC,,,C(=C)C=CC=CCCC,[HH],,9,2,0,0,0,0,0,0,0,0,B
932,C(=C)C=CCCCCC>>C(=C)C=CCC=CCC.[HH],Dehydrogenation,81.6454300504062,117.03356164577417,118.69237496350149,-923816.3048865509,-923699.2713249051,440.0935406499772,558.7859156134787,C(=C)C=CCCCCC,,,C(=C)C=CCC=CCC,[HH],,9,2,0,0,0,0,0,0,0,0,A
933,C(=C)C=CCCCCC>>C(=C)C=CCCC=CC.[HH],Dehydrogenation,77.37752798610157,114.30344981350936,123.85014867485427,-923816.3048865509,-923702.0014367374,440.0935406499772,563.9436893248314,C(=C)C=CCCCCC,,,C(=C)C=CCCC=CC,[HH],,9,2,0,0,0,0,0,0,0,0,A
934,C(=C)C=CCCCCC>>C(=C)CCCC=CC=C.[HH],Dehydrogenation,87.38181491643732,118.41990793053992,104.10227407044306,-923816.3048865509,-923697.8849786203,440.0935406499772,544.1958147204202,C(=C)C=CCCCCC,,,C(=C)CCCC=CC=C,[HH],,9,2,0,0,0,0,0,0,0,0,A
935,C(=C)C=CCCCCC.[HH]>>C=C.C(=C)CCCCC,Hydrogenolysis,-13.905591844421151,-2.5475333215435967,38.095114951794585,-926871.8137753009,-926874.3613086224,570.7735406499771,608.8686556017717,C(=C)C=CCCCCC,[HH],,C=C,C(=C)CCCCC,,9,2,0,0,0,0,0,0,0,0,D
936,C(=C)C=CCCCCC.[HH]>>C(=C)C=C.C(CCC)C,Hydrogenolysis,-46.94161642730352,-32.04062219965272,49.978179532620516,-926871.8137753009,-926903.8543975005,570.7735406499771,620.7517201825976,C(=C)C=CCCCCC,[HH],,C(=C)C=C,C(CCC)C,,9,2,0,0,0,0,0,0,0,0,D
937,C(=C)C=CCCCCC.[HH]>>C(=C)C=CC.C(CC)C,Hydrogenolysis,-57.28243142947149,-41.54110148828477,52.79667932646896,-926871.8137753009,-926913.3548767891,570.7735406499771,623.5702199764461,C(=C)C=CCCCCC,[HH],,C(=C)C=CC,C(CC)C,,9,2,0,0,0,0,0,0,0,0,D
938,C(=C)C=CCCCCC.[HH]>>C(=C)C=CCC.C(C)C,Hydrogenolysis,-53.355447843132055,-39.37287764030043,46.897770259371555,-926871.8137753009,-926911.1866529412,570.7735406499771,617.6713109093487,C(=C)C=CCCCCC,[HH],,C(=C)C=CCC,C(C)C,,9,2,0,0,0,0,0,0,0,0,D
939,C(=C)C=CCCCCC.[HH]>>C(=C)C=CCCC.CC,Hydrogenolysis,-50.03287636182479,-38.89017717621755,37.372796195228034,-926871.8137753009,-926910.7039524771,570.7735406499771,608.1463368452052,C(=C)C=CCCCCC,[HH],,C(=C)C=CCCC,CC,,9,2,0,0,0,0,0,0,0,0,D
940,C(=C)C=CCCCCC.[HH]>>C(=C)C=CCCCC.C,Hydrogenolysis,-56.8218612665339,-50.00491080863867,22.864163870183575,-926871.8137753009,-926921.8186861095,570.7735406499771,593.6377045201607,C(=C)C=CCCCCC,[HH],,C(=C)C=CCCCC,C,,9,2,0,0,0,0,0,0,0,0,D
941,C(=C)C=CCCCCC.[HH]>>C(=CCC)CCCCC,Hydrogenation,-72.39923519875828,-107.56626813777257,-117.95080643640551,-926871.8137753009,-926979.3800434386,570.7735406499771,452.8227342135716,C(=C)C=CCCCCC,[HH],,C(=CCC)CCCCC,,,9,2,0,0,0,0,0,0,0,0,D
942,C(=C)C=CCCCCC.[HH]>>C(=C)CCCCCCC,Hydrogenation,-67.26399308306887,-103.23083550517913,-120.63338058732268,-926871.8137753009,-926975.044610806,570.7735406499771,450.14016006265445,C(=C)C=CCCCCC,[HH],,C(=C)CCCCCCC,,,9,2,0,0,0,0,0,0,0,0,D
943,C(=C)C=CCCCCC>>C1(=C)C(CC)CCC=C1.[HH],CyclizationA,5.340450664641011,25.557578242733143,67.80857815895399,-923816.3048865509,-923790.7473083081,440.0935406499772,507.90211880893116,C(=C)C=CCCCCC,,,C1(=C)C(CC)CCC=C1,[HH],,9,2,0,0,0,0,0,0,0,0,C
944,C(=C)C=CCCCCC>>C1(C=CC=CC1)CCC.[HH],CyclizationA,9.087728538773543,35.393167007598095,88.22887294591499,-923816.3048865509,-923780.9117195433,440.0935406499772,528.3224135958922,C(=C)C=CCCCCC,,,C1(C=CC=CC1)CCC,[HH],,9,2,0,0,0,0,0,0,0,0,C
945,C(=C)C=CCCCCC>>C1(=CCCCC1C)C=C.[HH],CyclizationA,10.179319764021578,29.716976143652573,65.52962059242327,-923816.3048865509,-923786.5879104072,440.0935406499772,505.62316124240044,C(=C)C=CCCCCC,,,C1(=CCCCC1C)C=C,[HH],,9,2,0,0,0,0,0,0,0,0,C
946,C(=C)C=CCCCCC>>C1(=CC=C)CCCCC1.[HH],CyclizationA,16.199868251178376,39.70717693842016,78.84389967211735,-923816.3048865509,-923776.5977096125,440.0935406499772,518.9374403220945,C(=C)C=CCCCCC,,,C1(=CC=C)CCCCC1,[HH],,9,2,0,0,0,0,0,0,0,0,C
947,C(=C)C=CC.[HH]>>C=C.C(=C)C,Hydrogenolysis,-13.666767635994136,-2.9292256627813913,36.013892246227556,-514848.01252938627,-514850.94175504905,448.3898539788163,484.40374622504385,C(=C)C=CC,[HH],,C=C,C(=C)C,,5,2,0,0,0,0,0,0,0,0,D
948,C(=C)C=CC.[HH]>>C(=C)C=C.C,Hydrogenolysis,-44.7033402202975,-38.60233264538692,20.462879674360465,-514848.01252938627,-514886.61486203165,448.3898539788163,468.85273365317676,C(=C)C=CC,[HH],,C(=C)C=C,C,,5,2,0,0,0,0,0,0,0,0,D
949,C(=C)C=CC.[HH]>>C(=CCC)C,Hydrogenation,-72.11256931781038,-107.37914395454573,-118.28467092649788,-514848.01252938627,-514955.3916733408,448.3898539788163,330.1051830523184,C(=C)C=CC,[HH],,C(=CCC)C,,,5,2,0,0,0,0,0,0,0,0,D
950,C(=C)C=CC.[HH]>>C(=C)CCC,Hydrogenation,-60.7294947521324,-98.85744721331866,-127.88177917553668,-514848.01252938627,-514946.8699765996,448.3898539788163,320.5080748032796,C(=C)C=CC,[HH],,C(=C)CCC,,,5,2,0,0,0,0,0,0,0,0,D
951,C(=CC=CC)C.[HH]>>C(=C)C=CC.C,Hydrogenolysis,-45.10781224514537,-39.27531292894855,19.562298561787088,-617865.6991162254,-617904.9744291543,484.25984496299463,503.8221435247817,C(=CC=CC)C,[HH],,C(=C)C=CC,C,,6,2,0,0,0,0,0,0,0,0,D
952,C(=CC=CC)C.[HH]>>C(=C)C.C(=C)C,Hydrogenolysis,-15.678877316249485,-1.9738099034875631,45.96702134080806,-617865.6991162254,-617867.6729261288,484.25984496299463,530.2268663038027,C(=CC=CC)C,[HH],,C(=C)C,C(=C)C,,6,2,0,0,0,0,0,0,0,0,D
953,C(=CC=CC)C.[HH]>>C(=CCCC)C,Hydrogenation,-61.43172721638254,-97.74027486727573,-121.7794655404769,-617865.6991162254,-617963.4393910926,484.25984496299463,362.48037942251773,C(=CC=CC)C,[HH],,C(=CCCC)C,,,6,2,0,0,0,0,0,0,0,0,D
954,C(=CC=CC)C>>C1=CC=CCC1.[HH],CyclizationA,32.69753625164648,60.08303961658385,91.85142835799888,-614810.1902274754,-614750.1071878588,353.5798449629946,445.4312733209935,C(=CC=CC)C,,,C1=CC=CCC1,[HH],,6,2,0,0,0,0,0,0,0,0,B
955,C(=CC=CCC)C>>C(=C)C=CC=CC.[HH],Dehydrogenation,68.17342868221468,102.1244651604211,113.87233432234251,-717815.2096006478,-717713.0851354874,385.66792733091864,499.54026165326115,C(=CC=CCC)C,,,C(=C)C=CC=CC,[HH],,7,2,0,0,0,0,0,0,0,0,A
956,C(=CC=CCC)C.[HH]>>C(=C)C=CCC.C,Hydrogenolysis,-45.086811856468586,-39.40729749854654,19.049184497474585,-720870.7184893978,-720910.1257868963,516.3479273309187,535.3971118283932,C(=CC=CCC)C,[HH],,C(=C)C=CCC,C,,7,2,0,0,0,0,0,0,0,0,D
957,C(=CC=CCC)C.[HH]>>C(=C)C.C(=C)CC,Hydrogenolysis,-14.071396888304951,-1.6612196343485266,41.62393846706834,-720870.7184893978,-720872.3797090321,516.3479273309187,557.971865797987,C(=CC=CCC)C,[HH],,C(=C)C,C(=C)CC,,7,2,0,0,0,0,0,0,0,0,D
958,C(=CC=CCC)C.[HH]>>C(=C)C=CC.CC,Hydrogenolysis,-36.17640828914861,-27.50572802312672,29.08160411209758,-720870.7184893978,-720898.2242174209,516.3479273309187,545.4295314430162,C(=CC=CCC)C,[HH],,C(=C)C=CC,CC,,7,2,0,0,0,0,0,0,0,0,D
959,C(=CC=CCC)C.[HH]>>C(=CC=CC)C.C,Hydrogenolysis,-58.90260196580005,-51.942526595667005,23.344207178041415,-720870.7184893978,-720922.6610159934,516.3479273309187,539.6921345089601,C(=CC=CCC)C,[HH],,C(=CC=CC)C,C,,7,2,0,0,0,0,0,0,0,0,D
960,C(=CC=CCC)C.[HH]>>C(=CCC)CCC,Hydrogenation,-58.371116235020274,-95.65132988826372,-125.03844928138,-720870.7184893978,-720966.369819286,516.3479273309187,391.30947804953865,C(=CC=CCC)C,[HH],,C(=CCC)CCC,,,7,2,0,0,0,0,0,0,0,0,D
961,C(=CC=CCC)C.[HH]>>C(=CCCCC)C,Hydrogenation,-64.32570512474774,-100.52715956931934,-121.42027316643168,-720870.7184893978,-720971.2456489671,516.3479273309187,394.92765416448697,C(=CC=CCC)C,[HH],,C(=CCCCC)C,,,7,2,0,0,0,0,0,0,0,0,D
962,C(=CC=CCC)C>>C1(=CC=CCC1)C.[HH],CyclizationA,8.562862921817636,33.47173648211174,83.54477129060575,-717815.2096006478,-717781.7378641657,385.66792733091864,469.2126986215244,C(=CC=CCC)C,,,C1(=CC=CCC1)C,[HH],,7,2,0,0,0,0,0,0,0,0,C
963,C(=CC=CCC)C>>C1(C=CC=CC1)C.[HH],CyclizationA,22.80903391048584,47.64461507869419,83.29894740301307,-717815.2096006478,-717767.5649855691,385.66792733091864,468.9668747339317,C(=CC=CCC)C,,,C1(C=CC=CC1)C,[HH],,7,2,0,0,0,0,0,0,0,0,C
964,C(=CC=CCCC)C>>C(=CC=CC=CC)C.[HH],Dehydrogenation,58.619215457737106,97.86314872466028,131.62479713876633,-820819.9621261727,-820722.0989774481,414.83959404717416,546.4643911859405,C(=CC=CCCC)C,,,C(=CC=CC=CC)C,[HH],,8,2,0,0,0,0,0,0,0,0,B
965,C(=CC=CCCC)C>>C(=C)CC=CC=CC.[HH],Dehydrogenation,88.26606255028895,123.45359264058061,118.01955421865387,-820819.9621261727,-820696.5085335321,414.83959404717416,532.859148265828,C(=CC=CCCC)C,,,C(=C)CC=CC=CC,[HH],,8,2,0,0,0,0,0,0,0,0,A
966,C(=CC=CCCC)C.[HH]>>C(=C)C=CCCC.C,Hydrogenolysis,-48.2500699451678,-41.98314928775653,21.01935487979631,-823875.4710149227,-823917.4541642105,545.5195940471742,566.5389489269705,C(=CC=CCCC)C,[HH],,C(=C)C=CCCC,C,,8,2,0,0,0,0,0,0,0,0,D
967,C(=CC=CCCC)C.[HH]>>C(=C)C.C(=C)CCC,Hydrogenolysis,-17.19181037295992,-5.235424741287716,40.101913908006736,-823875.4710149227,-823880.706439664,545.5195940471742,585.621507955181,C(=CC=CCCC)C,[HH],,C(=C)C,C(=C)CCC,,8,2,0,0,0,0,0,0,0,0,D
968,C(=CC=CCCC)C.[HH]>>C(=C)C=CC.C(C)C,Hydrogenolysis,-42.66223785927155,-30.56428027653601,40.57674855856294,-823875.4710149227,-823906.0352951993,545.5195940471742,586.0963426057372,C(=CC=CCCC)C,[HH],,C(=C)C=CC,C(C)C,,8,2,0,0,0,0,0,0,0,0,D
969,C(=CC=CCCC)C.[HH]>>C(=CC=CC)C.CC,Hydrogenolysis,-51.10757498384198,-40.43978933733888,35.779928380020465,-823875.4710149227,-823915.91080426,545.5195940471742,581.2995224271947,C(=CC=CCCC)C,[HH],,C(=CC=CC)C,CC,,8,2,0,0,0,0,0,0,0,0,D
970,C(=CC=CCCC)C.[HH]>>C(=CC=CCC)C.C,Hydrogenolysis,-60.03897893983871,-52.20937424316071,26.26062282970986,-823875.4710149227,-823927.6803891659,545.5195940471742,571.7802168768841,C(=CC=CCCC)C,[HH],,C(=CC=CCC)C,C,,8,2,0,0,0,0,0,0,0,0,D
971,C(=CC=CCCC)C.[HH]>>C(CC=CCCC)C,Hydrogenation,-57.49714919512384,-94.45064496644773,-123.94263213591779,-823875.4710149227,-823969.9216598892,545.5195940471742,421.57696191125643,C(=CC=CCCC)C,[HH],,C(CC=CCCC)C,,,8,2,0,0,0,0,0,0,0,0,D
972,C(=CC=CCCC)C.[HH]>>C(=CCCCCC)C,Hydrogenation,-61.38142496163971,-98.37326716235839,-124.07124669031924,-823875.4710149227,-823973.8442820851,545.5195940471742,421.448347356855,C(=CC=CCCC)C,[HH],,C(=CCCCCC)C,,,8,2,0,0,0,0,0,0,0,0,D
973,C(=CC=CCCC)C>>C1(=CC=CCC1C)C.[HH],CyclizationA,-2.535704119242883,22.532655952265486,84.07969167032826,-820819.9621261727,-820797.4294702205,414.83959404717416,498.9192857175024,C(=CC=CCCC)C,,,C1(=CC=CCC1C)C,[HH],,8,2,0,0,0,0,0,0,0,0,C
974,C(=CC=CCCC)C>>C1(=CC)C=CCCC1.[HH],CyclizationA,11.772999841333469,35.32056129234843,78.97890810335389,-820819.9621261727,-820784.6415648804,414.83959404717416,493.81850215052805,C(=CC=CCCC)C,,,C1(=CC)C=CCCC1,[HH],,8,2,0,0,0,0,0,0,0,0,C
975,C(=CC=CCCC)C>>C1=CC(CC)CC=C1.[HH],CyclizationA,18.298305252043615,42.832144000101835,82.28689836678927,-820819.9621261727,-820777.1299821726,414.83959404717416,497.12649241396343,C(=CC=CCCC)C,,,C1=CC(CC)CC=C1,[HH],,8,2,0,0,0,0,0,0,0,0,C
976,C(=CC=CCCCC)C>>C(=CC=CC=CCC)C.[HH],Dehydrogenation,60.63024792810613,101.20164178847335,136.0771217855684,-923829.2490087983,-923728.0473670098,437.0819626385432,573.1590844241116,C(=CC=CCCCC)C,,,C(=CC=CC=CCC)C,[HH],,9,2,0,0,0,0,0,0,0,0,A
977,C(=CC=CCCCC)C>>C(=CC=CCC=CC)C.[HH],Dehydrogenation,77.03931509264123,116.47499947471078,132.2679335303356,-923829.2490087983,-923712.7740093236,437.0819626385432,569.3498961688788,C(=CC=CCCCC)C,,,C(=CC=CCC=CC)C,[HH],,9,2,0,0,0,0,0,0,0,0,A
978,C(=CC=CCCCC)C>>C(=C)CCC=CC=CC.[HH],Dehydrogenation,89.52838453506706,127.2378880699398,126.47829459960673,-923829.2490087983,-923702.0111207283,437.0819626385432,563.5602572381499,C(=CC=CCCCC)C,,,C(=C)CCC=CC=CC,[HH],,9,2,0,0,0,0,0,0,0,0,A
979,C(=CC=CCCCC)C.[HH]>>C(=C)C=CCCCC.C,Hydrogenolysis,-44.77564100324503,-37.06078856124077,25.8757418816175,-926884.7578975483,-926921.8186861095,567.7619626385432,593.6377045201607,C(=CC=CCCCC)C,[HH],,C(=C)C=CCCCC,C,,9,2,0,0,0,0,0,0,0,0,D
980,C(=CC=CCCCC)C.[HH]>>C(=C)C.C(=C)CCCC,Hydrogenolysis,-21.075006417766218,-3.8495965735055506,57.77430771175807,-926884.7578975483,-926888.6074941218,567.7619626385432,625.5362703503013,C(=CC=CCCCC)C,[HH],,C(=C)C,C(=C)CCCC,,9,2,0,0,0,0,0,0,0,0,D
981,C(=CC=CCCCC)C.[HH]>>C(=C)C=CC.C(CC)C,Hydrogenolysis,-45.23621116618261,-28.596979240886867,55.80825733790289,-926884.7578975483,-926913.3548767891,567.7619626385432,623.5702199764461,C(=CC=CCCCC)C,[HH],,C(=C)C=CC,C(CC)C,,9,2,0,0,0,0,0,0,0,0,D
982,C(=CC=CCCCC)C.[HH]>>C(=CC=CC)C.C(C)C,Hydrogenolysis,-55.12501768917468,-38.963984490022995,54.204370951372425,-926884.7578975483,-926923.7218820383,567.7619626385432,621.9663335899156,C(=CC=CCCCC)C,[HH],,C(=CC=CC)C,C(C)C,,9,2,0,0,0,0,0,0,0,0,D
983,C(=CC=CCCCC)C.[HH]>>C(=CC=CCC)C.CC,Hydrogenolysis,-49.775565093206815,-36.172279884223826,45.62564215657551,-926884.7578975483,-926920.9301774325,567.7619626385432,613.3876047951187,C(=CC=CCCCC)C,[HH],,C(=CC=CCC)C,CC,,9,2,0,0,0,0,0,0,0,0,D
984,C(=CC=CCCCC)C.[HH]>>C(=CC=CCCC)C.C,Hydrogenolysis,-57.57059207516488,-47.67501714255195,33.18992095459646,-926884.7578975483,-926932.4329146908,567.7619626385432,600.9518835931397,C(=CC=CCCCC)C,[HH],,C(=CC=CCCC)C,C,,9,2,0,0,0,0,0,0,0,0,D
